Material,Plnt,SLoc,SL,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
2042255813,PFTE,TE06,,PC,1.000,USD,920.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255823,PFTE,TE06,,PC,3.000,USD,"2,592.72",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255843,AMPE,PE01,,PC,1.000,USD,20.78,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255863,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255883,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255883,PORS,PS06,,PC,2.000,USD,131.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255893,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255893,PORS,PS06,,PC,3.000,USD,77.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255913,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255933,PORS,PS06,,PC,2.000,USD,17.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255953,ARPE,PE02,,PC,2.000,USD,297.58,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255953,PORS,PS06,,PC,6.000,USD,"1,055.89",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255963,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255963,PORS,PS06,,PC,1.000,USD,14.81,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255973,PORS,PS06,,PC,1.000,USD,16.42,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042255989,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256003,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256013,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256013,PORS,PS06,,PC,6.000,USD,37.94,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256113,AMPE,PE01,,PC,3.000,USD,288.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256113,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256113,PORS,PS06,,PC,2.000,USD,484.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256133,AMPE,PE01,,PC,3.000,USD,413.75,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256133,PORS,PS06,,PC,5.000,USD,"1,029.93",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256143,AMPE,PE01,,PC,1.000,USD,13.55,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256143,PORS,PS06,,PC,2.000,USD,55.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256153,AMPE,PE01,,PC,3.000,USD,662.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256153,PORS,PS06,,PC,12.000,USD,"1,516.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256263,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256263,PORS,PS01,,PC,2.000,USD,92.91,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256263,PORS,PS06,,PC,2.000,USD,92.91,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256293,AMPE,PE01,,PC,8.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256303,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256313,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256323,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256333,AMPE,PE01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256343,AMPE,PE01,,KT,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256353,AMPE,PE01,,KT,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256513,PORS,PS06,,PC,1.000,USD,21.01,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256623,AMPE,PE01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256713,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256723,PFTE,TE06,,PC,2.000,USD,"8,190.58",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256743,PORS,PS06,,PC,1.000,USD,941.87,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256753,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256753,PORS,PS06,,PC,1.000,USD,543.93,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256763,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256763,PORS,PS06,,PC,1.000,USD,645.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256773,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256773,PORS,PS06,,PC,2.000,USD,712.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256783,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256783,PORS,PS06,,PC,1.000,USD,645.03,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256793,PORS,PS06,,PC,1.000,USD,840.78,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256803,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256803,PORS,PS06,,PC,1.000,USD,601.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256813,PORS,PS06,,PC,1.000,USD,668.73,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256823,BALT,BA01,,PC,3.000,USD,"2,333.70",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042256943,PORS,PS06,,PC,8.000,USD,405.12,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257113,BALT,BA01,,PC,1.000,USD,295.81,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257213,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257213,PORS,PS06,,PC,2.000,USD,"1,285.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257223,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257223,ARPE,PE02,,PC,1.000,USD,302.69,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257223,PORS,PS06,,PC,2.000,USD,606.30,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257353,AMPE,PE01,,PC,3.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257423,PORS,PS06,,PC,8.000,USD,436.64,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257433,PORS,PS06,,PC,1.000,USD,51.92,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257443,PORS,PS06,,PC,1.000,USD,56.67,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257513,AMPE,PE01,,PC,12.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257513,PFTE,TE06,,PC,174.000,USD,"43,729.68",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257623,PORS,PS06,,PC,1.000,USD,647.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257643,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257653,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257653,PORS,PS06,,PC,1.000,USD,300.13,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257673,PORS,PS06,,PC,1.000,USD,505.02,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257703,PFTE,TE06,,PC,1.000,USD,"8,609.70",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257703,PORS,PS06,,PC,1.000,USD,"5,171.19",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042257833,AMPE,PE01,,PC,4.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258013,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258013,PORS,PS06,,PC,15.000,USD,"10,192.05",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258023,PORS,PS06,,PC,4.000,USD,"1,560.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258033,PORS,PS06,,PC,6.000,USD,"2,713.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258053,PORS,PS06,,PC,2.000,USD,"1,358.94",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258113,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258303,PORS,PS06,,PC,1.000,USD,"164,685.57",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258343,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258343,ARPE,PE02,,PC,1.000,USD,"1,478.35",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258343,PORS,PS06,,PC,1.000,USD,"3,256.52",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258413,PORS,PS06,,PC,4.000,USD,"2,772.09",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258513,AMPE,PE01,,ST,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258523,AMPE,PE01,,ST,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258613,PORS,PS06,,ST,1.000,USD,"3,830.93",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258703,PORS,PS06,,PC,2.000,USD,"17,780.47",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258713,PORS,PS06,,PC,1.000,USD,"3,868.22",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258723,BALT,BA01,,PC,4.000,USD,704.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258723,PORS,PS06,,PC,2.000,USD,478.34,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258733,BALT,BA01,,PC,2.000,USD,416.62,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258743,PORS,PS06,,PC,3.000,USD,24.66,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258753,AMPE,PE01,,PC,1.000,USD,9.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258753,PORS,PS06,,PC,9.000,USD,53.82,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258763,AMPE,PE01,,PC,40.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258763,PORS,PS06,,PC,73.000,USD,"1,762.22",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258813,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258813,PORS,PS06,,PC,1.000,USD,"2,086.34",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258843,AMPE,PE01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258843,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258843,PORS,PS01,,PC,1.000,USD,186.27,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258913,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258943,ARPE,PE02,,PC,22.000,USD,"3,923.26",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258943,PORS,PS06,,PC,22.000,USD,"3,356.10",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258953,ARPE,PE02,,PC,22.000,USD,"3,923.26",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258953,PORS,PS06,,PC,22.000,USD,"3,834.16",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258963,ARPE,PE02,,PC,1.000,USD,22.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258963,PORS,PS06,,PC,1.000,USD,22.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258993,AMPE,PE01,,PC,4.000,USD,484.70,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042258993,PORS,PS06,,PC,8.000,USD,995.92,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259113,AMPE,PE01,,PC,8.000,USD,828.68,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259113,ARPE,PE02,,PC,14.000,USD,"1,145.15",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259113,PORS,PS06,,PC,20.000,USD,"2,859.40",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259123,AMPE,PE01,,PC,22.000,USD,"2,575.32",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259123,ARPE,PE02,,PC,22.000,USD,"1,498.42",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259123,PORS,PS01,,PC,22.000,USD,"2,353.34",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259123,PORS,PS06,,PC,22.000,USD,"2,353.34",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259223,PORS,PS06,,PC,16.000,USD,899.23,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259283,AMPE,PE01,,PC,2.000,USD,262.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259283,PORS,PS06,,PC,20.000,USD,"2,767.60",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259293,AMPE,PE01,,PC,2.000,USD,85.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259293,ARPE,PE02,,PC,2.000,USD,28.62,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259293,BALT,BA01,,PC,2.000,USD,85.18,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259293,PORS,PS06,,PC,4.000,USD,148.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259313,PORS,PS06,,PC,2.000,USD,"9,584.60",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259323,PORS,PS06,,PC,2.000,USD,"8,885.36",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259333,PORS,PS06,,PC,1.000,USD,"19,403.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259343,BALT,BA01,,PC,2.000,USD,109.40,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259343,PORS,PS06,,PC,41.000,USD,"3,765.03",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259353,PORS,PS06,,PC,6.000,USD,583.80,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259363,PORS,PS06,,PC,26.000,USD,779.48,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259373,PORS,PS06,,PC,2.000,USD,207.84,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259393,AMPE,PE01,,PC,2.000,USD,62.14,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259393,PORS,PS06,,PC,4.000,USD,119.92,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259433,PORS,PS06,,PC,4.000,USD,"1,243.92",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259443,PORS,PS06,,PC,6.000,USD,"1,633.44",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259453,AMPE,PE01,,PC,2.000,USD,"2,884.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259453,BALT,BA01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259453,PORS,PS06,,PC,1.000,USD,"1,306.93",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259463,PORS,PS06,,PC,2.000,USD,126.72,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259473,PORS,PS06,,PC,1.000,USD,"17,225.79",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259483,PORS,PS06,,PC,1.000,USD,"2,680.51",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259493,PORS,PS06,,PC,1.000,USD,"2,570.38",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259503,AMPE,PE01,,PC,2.000,USD,131.86,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259503,PORS,PS06,,PC,6.000,USD,659.88,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259513,PORS,PS06,,PC,1.000,USD,"2,529.38",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259523,PORS,PS06,,PC,1.000,USD,"1,647.53",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259533,PORS,PS06,,PC,1.000,USD,"1,407.25",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259553,PORS,PS06,,PC,2.000,USD,"37,740.48",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259563,PORS,PS06,,PC,1.000,USD,"11,235.82",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259573,AMPE,PE01,,PC,2.000,USD,122.66,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259573,PORS,PS06,,PC,9.000,USD,921.06,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259583,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259593,AMPE,PE01,,PC,3.000,USD,189.75,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259593,ARPE,PE02,,PC,28.000,USD,810.60,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259593,PORS,PS06,,PC,2.000,USD,57.90,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259603,AMPE,PE01,,PC,2.000,USD,108.32,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259603,BALT,BA01,,PC,8.000,USD,433.28,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259603,PORS,PS06,,PC,211.000,USD,"11,516.38",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259613,BALT,BA01,,PC,2.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259663,AMPE,PE01,,PC,16.000,USD,"3,063.58",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259663,PORS,PS06,,PC,160.000,USD,"15,985.11",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259673,BALT,BA01,,PC,185.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259683,AMPE,PE01,,PC,5.000,USD,905.04,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259683,PORS,PS06,,PC,62.000,USD,"17,563.36",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259693,PFTE,TE06,,PC,24.000,USD,473.52,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259693,PORS,PS06,,PC,12.000,USD,236.76,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259713,PORS,PS06,,PC,1.000,USD,23.22,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259813,AMPE,PE01,,PC,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259813,PORS,PS06,,PC,3.000,USD,"9,085.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259823,AMPE,PE01,,KT,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259823,PORS,PS06,,KT,2.000,USD,"6,324.20",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259833,AMPE,PE01,,KT,1.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259883,BALT,BA01,,PC,10.000,USD,523.30,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259883,PORS,PS06,,PC,113.000,USD,"5,872.61",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259893,PORS,PS06,,PC,1.000,USD,41.19,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259903,AMPE,PE01,,PC,7.000,USD,"8,552.47",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259903,PORS,PS06,,PC,18.000,USD,"13,290.52",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259923,PFTE,TE01,,PC,1.000,USD,"4,622.18",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259923,PORS,PS06,,PC,7.000,USD,"32,355.26",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259933,AMPE,PE01,,PC,5.000,USD,61.15,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259933,PORS,PS06,,PC,25.000,USD,334.25,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259943,PORS,PS06,,PC,20.000,USD,227.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259953,PORS,PS05,,PC,33.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259953,PORS,PS06,,PC,745.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259963,AMPE,PE01,,PC,8.000,USD,1.56,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259963,BALT,BA01,,PC,138.000,USD,26.16,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259963,PFTE,TE01,,PC,15.000,USD,23.55,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259963,PORS,PS06,,PC,105.000,USD,13.53,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259973,BALT,BA01,,PC,86.000,USD,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259983,AMPE,PE01,,PC,11.000,USD,249.59,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259983,ARPE,PE02,,PC,7.000,USD,89.67,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042259983,PORS,PS06,,PC,33.000,USD,666.53,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042260113,PFTE,TE06,,PC,5.000,USD,76.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
2042260143,AMPE,PE01,,PC,2.000,USD,"7,744.06",0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00,0.000,0.00
