part_number,ptb_code,description,stock_qty,plant
RTO713081053,2042265273,DIFFERENTIAL PRESS.TRANSMITTER,0,AMLP
RTO713081053,2042265273,DIFFERENTIAL PRESS.TRANSMITTER,0,AMND
RTO713081053,2042265273,DIFFERENTIAL PRESS.TRANSMITTER,0,AMPE
RTO713081053,2042265273,DIFFERENTIAL PRESS.TRANSMITTER,0,BALT
RTO713081053,2042265273,DIFFERENTIAL PRESS.TRANSMITTER,0,PFTE
RTO713081053,2042265273,DIFFERENTIAL PRESS.TRANSMITTER,1,PORS
RVO43035,2042265283,VALVE MANIFOLD,1,PORS
KFZ334250684,2042265293,GASKET,0,PFTE
KFZ334250684,2042265293,GASKET,0,PORS
GTL15038,2042265303,SCREW,20,PFTE
GTL15038,2042265303,SCREW,25,PORS
IRA2698801,2042265313,ALARM AUDIBLE,1,PORS
FNC24130,2042265323,WASHER 0.51,0,PFTE
FNC24130,2042265323,WASHER 0.51,123,PORS
RT0496704130,2042265403,SWITCH TEMPERATURE FIRE DETECTOR,0,PFTE
RT0496704130,2042265403,SWITCH TEMPERATURE FIRE DETECTOR,2,PORS
RJO20854,2042265503,PROBE,0,AMLP
RJO20854,2042265503,PROBE,0,AMPE
RJO20854,2042265503,PROBE,0,ARPE
RJO20854,2042265503,PROBE,0,BALT
RJO20854,2042265503,PROBE,10,PORS
RVO57573,2042265603,REDUCER PRESSURE,1,PORS
RVO08356,2042265633,"SERVO IGV, SRV & GCV",0,AMLP
RVO08356,2042265633,"SERVO IGV, SRV & GCV",0,AMND
RVO08356,2042265633,"SERVO IGV, SRV & GCV",0,AMPE
RVO08356,2042265633,"SERVO IGV, SRV & GCV",0,ARPE
RVO08356,2042265633,"SERVO IGV, SRV & GCV",0,BALT
RRR200843132,2042265653,"TRANSMITTER PRESSURE MOD.GE10/1,2,3",2,ARPE
RRR200843132,2042265653,"TRANSMITTER PRESSURE MOD.GE10/1,2,3",0,ARPE
RTO916474040,2042265653,"TRANSMITTER PRESSURE MOD.GE10/1,2,3",2,ARPE
RTO916474040,2042265653,"TRANSMITTER PRESSURE MOD.GE10/1,2,3",0,ARPE
RRR200843132,2042265653,"TRANSMITTER PRESSURE MOD.GE10/1,2,3",3,PORS
RTO916474040,2042265653,"TRANSMITTER PRESSURE MOD.GE10/1,2,3",3,PORS
GJQ16060,2042265663,SCREW,0,PORS
RR02114820,2042265673,GEARBOX HS,0,ARPE
RJO04870,2042265703,MAGNETIC SPEED DETECTOR,0,AMPE
RJO04870,2042265703,MAGNETIC SPEED DETECTOR,1,BALT
RJO04870,2042265703,MAGNETIC SPEED DETECTOR,1,PFTE
RJO04870,2042265703,MAGNETIC SPEED DETECTOR,10,PORS
RTO65784,2042265723,THERMOCOUPLE,2,AMPE
RTO65784,2042265723,THERMOCOUPLE,2,ARPE
RTO65784,2042265723,THERMOCOUPLE,0,BALT
RTO65784,2042265723,THERMOCOUPLE,0,PFTE
RTO65784,2042265723,THERMOCOUPLE,16,PORS
SMO0410936,2042265783,NOZZLE FULE COMPLETE F/TURBO COMP 360D,0,AMPE
SMO0410936,2042265783,NOZZLE FULE COMPLETE F/TURBO COMP 360D,0,ARPE
SMO0410936,2042265783,NOZZLE FULE COMPLETE F/TURBO COMP 360D,0,BALT
IRR189740197,2042265793,KIT REPAIR L.O.PUMP,0,PFTE
IRR189740197,2042265793,KIT REPAIR L.O.PUMP,0,PORS
SMO0410526,2042265803,NOZZLE GAS FUEL,0,AMPE
SMO0410526,2042265803,NOZZLE GAS FUEL,0,ARPE
SMO0410526,2042265803,NOZZLE GAS FUEL,0,PFTE
SMO0410526,2042265803,NOZZLE GAS FUEL,0,PORS
IRV526390025,2042265813,KIT SEAL SERVICE,2,PORS
IRV5826602,2042265823,SPOOL CAP,1,PORS
IRV5826603,2042265833,SPOOL CAP,1,PORS
IRR208170285,2042265843,BEARING JOUR. SHAFT NO.1,0,ARPE
IRR208170285,2042265843,BEARING JOUR. SHAFT NO.1,0,BALT
IRR208170285,2042265843,BEARING JOUR. SHAFT NO.1,0,PFTE
IRR208170285,2042265843,BEARING JOUR. SHAFT NO.1,0,PORS
RVO58266,2042265853,FUEL GAS SHUT-OFF VALVE,0,PORS
RVO29748,2042265863,FUEL GAS METERING VALVE,0,PFTE
RVO29748,2042265863,FUEL GAS METERING VALVE,0,PORS
RAO20195,2042265873,DRIVER X F.G METERING,0,PFTE
RAO20195,2042265873,DRIVER X F.G METERING,0,PORS
RTO72502,2042265883,TRANSDUCER,0,AMLP
RTO72649,2042265883,TRANSDUCER,0,AMLP
SMP90373,2042265883,TRANSDUCER,0,AMLP
RTO72502,2042265883,TRANSDUCER,0,AMPE
RTO72649,2042265883,TRANSDUCER,0,AMPE
SMP90373,2042265883,TRANSDUCER,0,AMPE
RTO72502,2042265883,TRANSDUCER,0,ARPE
RTO72649,2042265883,TRANSDUCER,0,ARPE
SMP90373,2042265883,TRANSDUCER,0,ARPE
RTO72502,2042265883,TRANSDUCER,0,BALT
RTO72502,2042265883,TRANSDUCER,0,BALT
RTO72649,2042265883,TRANSDUCER,0,BALT
RTO72649,2042265883,TRANSDUCER,0,BALT
SMP90373,2042265883,TRANSDUCER,0,BALT
SMP90373,2042265883,TRANSDUCER,0,BALT
RTO72502,2042265883,TRANSDUCER,0,PFTE
RTO72649,2042265883,TRANSDUCER,0,PFTE
SMP90373,2042265883,TRANSDUCER,0,PFTE
RTO72502,2042265883,TRANSDUCER,0,PORS
RTO72649,2042265883,TRANSDUCER,0,PORS
SMP90373,2042265883,TRANSDUCER,0,PORS
RVO29266,2042265893,SERVO VALVE,0,AMND
RVO29266,2042265893,SERVO VALVE,0,AMPE
RVO29266,2042265893,SERVO VALVE,0,ARPE
RVO29266,2042265893,SERVO VALVE,0,BALT
RVO29266,2042265893,SERVO VALVE,0,PFTE
RVO29266,2042265893,SERVO VALVE,0,PORS
IRR189740026,2042265903,BEARING THRUST SHAFT NO.4,0,PFTE
IRR189740026,2042265903,BEARING THRUST SHAFT NO.4,0,PORS
IRR189740027,2042265913,BEARING THRUST SHAFT NO.3,0,AMPE
IRR189740027,2042265913,BEARING THRUST SHAFT NO.3,0,PFTE
IRR189740027,2042265913,BEARING THRUST SHAFT NO.3,0,PORS
IRR189740028,2042265923,BEARING THRUST SHAFT NO.3,0,AMPE
IRR189740028,2042265923,BEARING THRUST SHAFT NO.3,0,PFTE
IRR189740028,2042265923,BEARING THRUST SHAFT NO.3,0,PORS
IRR189740067,2042265933,BEARING THRUST SHAFT NO.1,0,PFTE
IRR189740067,2042265933,BEARING THRUST SHAFT NO.1,0,PORS
IRR208170279,2042265943,BEARING JOUR. SHAFT NO.1,0,AMPE
IRR208170279,2042265943,BEARING JOUR. SHAFT NO.1,0,PFTE
IRR208170279,2042265943,BEARING JOUR. SHAFT NO.1,0,PORS
IRP4949001,2042265953,CARTRIDGE,1,PORS
IRP4949002,2042265963,GASKET SET,0,AMPE
IRP4949002,2042265963,GASKET SET,0,BALT
IRP4949002,2042265963,GASKET SET,1,PORS
KUA00012,2042265973,BEARING BALL SKF 6311,1,PORS
KUQ00012,2042265983,BEARING SKF 6311 Z,1,PORS
RGO34660,2042265993,MOTOR PUMP COUPLING,0,AMPE
RGO34660,2042265993,MOTOR PUMP COUPLING,1,PORS
RMO51009,2042266003,ELECTRIC MOTOR,0,PFTE
RMO51009,2042266003,ELECTRIC MOTOR,1,PORS
RPO049490,2042266013,AUXILIARY PUMP H.P.,0,ARPE
RPO049490,2042266013,AUXILIARY PUMP H.P.,1,PORS
IRR208170386,2042266023,BEARING JOURNAL SHAFT NO.4,0,PFTE
IRR208170386,2042266023,BEARING JOURNAL SHAFT NO.4,0,PORS
KFZ326710604,2042266033,GASKET,0,AMPE
KFZ326710604,2042266033,GASKET,0,BALT
IRR211421713,2042266043,KIT REPAIR L.O.PUMP,0,PFTE
IRR211421713,2042266043,KIT REPAIR L.O.PUMP,0,PORS
IRR211421711,2042266053,KIT REPAIR L.O.PUMP,0,PFTE
IRR211421711,2042266053,KIT REPAIR L.O.PUMP,0,PORS
KFZ219300324,2042266063,GASKET,0,AMLP
KFZ219300324,2042266063,GASKET,0,AMND
KFZ219300324,2042266063,GASKET,8,AMPE
KFZ219300324,2042266063,GASKET,0,AMPE
KFZ219300324,2042266063,GASKET,1,ARPE
KFZ219300324,2042266063,GASKET,0,ARPE
KFZ219300324,2042266063,GASKET,0,BALT
KFZ219300324,2042266063,GASKET,0,PFTE
KFZ219300324,2042266063,GASKET,0,PORS
KFZ219300324,2042266063,GASKET,1,PORS
KFZ219300324,2042266063,GASKET,1,PORS
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",2,AMLP
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",2,AMND
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",7,AMPE
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",7,ARPE
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",2,BALT
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",2,PFTE
KFZ223960324,2042266073,"GASKET FLAT PFTE 6""",0,PORS
KFZ242330324,2042266083,GASKET,0,AMND
KFZ242330324,2042266083,GASKET,10,AMPE
KFZ242330324,2042266083,GASKET,0,AMPE
KFZ242330324,2042266083,GASKET,0,ARPE
KFZ242330324,2042266083,GASKET,2,ARPE
KFZ242330324,2042266083,GASKET,0,BALT
KFZ242330324,2042266083,GASKET,0,PFTE
KFZ242330324,2042266083,GASKET,1,PORS
RTP43084,2042266093,SIGHT GLASS ASSY.,0,PFTE
RTP43084,2042266093,SIGHT GLASS ASSY.,0,PORS
KFZ326720604,2042266103,GASKET,0,AMPE
KFZ326720604,2042266103,GASKET,0,BALT
FPD04020,2042266113,PIN,0,AMPE
FPD04020,2042266113,PIN,0,PFTE
RTO96247,2042266123,EXHAUST THERMOCOUPLE      POS.TT-XD-1:12,0,PFTE
RTO96247,2042266123,EXHAUST THERMOCOUPLE      POS.TT-XD-1:12,0,PORS
RMO228231010,2042266143,TC TERMINAL BLOCK,0,AMLP
RMO228231010,2042266143,TC TERMINAL BLOCK,0,AMND
RMO228231010,2042266143,TC TERMINAL BLOCK,0,AMPE
RMO228231010,2042266143,TC TERMINAL BLOCK,0,BALT
IRR208170206,2042266163,PUMP PRESSURE HIGH,0,AMPE
IRR208170206,2042266163,PUMP PRESSURE HIGH,0,BALT
IRR208170255,2042266183,COUPLING FOR MAIN LUBR.PUMP,0,AMPE
IRR208170255,2042266183,COUPLING FOR MAIN LUBR.PUMP,0,BALT
GTL090310070,2042266203,BOLT,0,AMPE
GTL090310070,2042266203,BOLT,0,ARPE
GTL090310070,2042266203,BOLT,0,BALT
GTL090310070,2042266203,BOLT,0,PFTE
GTL090310070,2042266203,BOLT,118,PORS
RMU09586,2042266213,SPRING,0,AMPE
RMU09586,2042266213,SPRING,0,ARPE
RMU09586,2042266213,SPRING,0,PFTE
RMU09586,2042266213,SPRING,0,PORS
GJE20030,2042266223,SCREW_M20_30,0,AMPE
GJE20030,2042266223,SCREW_M20_30,0,PFTE
RMO228231110,2042266243,WHEEL SPACE TERMINAL BLOCK,0,AMLP
RMO228231110,2042266243,WHEEL SPACE TERMINAL BLOCK,0,AMND
RMO228231110,2042266243,WHEEL SPACE TERMINAL BLOCK,0,AMPE
RMO228231110,2042266243,WHEEL SPACE TERMINAL BLOCK,0,BALT
IRA2409615,2042266253,CO2 DISCHARGE VALVE 110 VDC,0,AMLP
IRA2409615,2042266253,CO2 DISCHARGE VALVE 110 VDC,0,AMND
IRA2409615,2042266253,CO2 DISCHARGE VALVE 110 VDC,0,AMPE
IRA2409615,2042266253,CO2 DISCHARGE VALVE 110 VDC,0,BALT
SMR7950765,2042266303,THICKNESS,36,AMPE
SMR7950765,2042266303,THICKNESS,36,PFTE
SMR7950765,2042266303,THICKNESS,36,PORS
SMR8250022,2042266313,SHROUD OUTER,1,AMPE
SMR8250022,2042266313,SHROUD OUTER,1,PFTE
SMR8250022,2042266313,SHROUD OUTER,1,PORS
SMU44753,2042266323,SEAL SECTOR,0,AMPE
SMU44753,2042266323,SEAL SECTOR,36,AMPE
SMU44753,2042266323,SEAL SECTOR,36,ARPE
SMU44753,2042266323,SEAL SECTOR,36,BALT
SMU44753,2042266323,SEAL SECTOR,36,PFTE
SMU44753,2042266323,SEAL SECTOR,37,PORS
SMU44754,2042266333,SEAL SECTOR,0,AMPE
SMU44754,2042266333,SEAL SECTOR,36,AMPE
SMU44754,2042266333,SEAL SECTOR,36,ARPE
SMU44754,2042266333,SEAL SECTOR,36,BALT
SMU44754,2042266333,SEAL SECTOR,36,PFTE
SMU44754,2042266333,SEAL SECTOR,37,PORS
SMU82197,2042266343,SEAL SM82197,36,AMPE
SMU82197,2042266343,SEAL SM82197,36,PFTE
SMU82197,2042266343,SEAL SM82197,36,PORS
SMU82199,2042266353,SEAL SM8219,36,AMPE
SMU82199,2042266353,SEAL SM8219,36,PFTE
SMU82199,2042266353,SEAL SM8219,36,PORS
SMU82824,2042266363,PIN,0,AMPE
SMU82824,2042266363,PIN,0,ARPE
SMU82824,2042266363,PIN,4,BALT
SMU82824,2042266363,PIN,4,PFTE
SMU82824,2042266363,PIN,4,PORS
GTH09031,2042266403,SCREW,0,AMPE
GTH09031,2042266403,SCREW,0,ARPE
GTH09031,2042266403,SCREW,0,BALT
GTH09031,2042266403,SCREW,3,PORS
RPP02916,2042266413,PIN,2,AMPE
RPP02916,2042266413,PIN,2,ARPE
RPP02916,2042266413,PIN,2,PFTE
RPP02916,2042266413,PIN,56,PORS
RPP52052,2042266423,PIN,0,AMPE
RPP52052,2042266423,PIN,2,AMPE
RPP52052,2042266423,PIN,2,ARPE
RPP52052,2042266423,PIN,2,BALT
RPP52052,2042266423,PIN,2,PFTE
RPP52052,2042266423,PIN,9,PORS
SMO0681703,2042266443,DIAPHRAGM H.P,0,AMPE
SMO0681703,2042266443,DIAPHRAGM H.P,0,ARPE
SMO0681703,2042266443,DIAPHRAGM H.P,0,PORS
SMR50006,2042266453,PLATE SAFETY,3,AMLP
SMR50006,2042266453,PLATE SAFETY,3,AMND
SMR50006,2042266453,PLATE SAFETY,0,AMPE
SMR50006,2042266453,PLATE SAFETY,0,AMPE
SMR50006,2042266453,PLATE SAFETY,36,ARPE
SMR50006,2042266453,PLATE SAFETY,0,ARPE
SMR50006,2042266453,PLATE SAFETY,15,BALT
SMR50006,2042266453,PLATE SAFETY,15,PFTE
SMR50006,2042266453,PLATE SAFETY,34,PORS
SMR53631,2042266463,SHROUDS,0,AMPE
SMR53631,2042266463,SHROUDS,0,ARPE
SMR53631,2042266463,SHROUDS,0,BALT
SMR53631,2042266463,SHROUDS,0,PFTE
SMR53631,2042266463,SHROUDS,2,PORS
SMU56227,2042266473,SEAL SECTOR,0,AMPE
SMU56227,2042266473,SEAL SECTOR,0,ARPE
SMU56227,2042266473,SEAL SECTOR,0,BALT
SMU56227,2042266473,SEAL SECTOR,16,PORS
SMU56227,2042266473,SEAL SECTOR,32,PORS
SMO0683545,2042266483,TRANSITION PIECE,0,AMLP
SMO0683545,2042266483,TRANSITION PIECE,0,AMND
GTL120380070,2042266503,BOLT,0,AMPE
GTL120380070,2042266503,BOLT,0,ARPE
GTL120380070,2042266503,BOLT,0,BALT
GTL120380070,2042266503,BOLT,10,PORS
IRR211421703,2042266523,BEARING SET,0,ARPE
IRR211421703,2042266523,BEARING SET,0,BALT
IRR211421703,2042266523,BEARING SET,0,PFTE
IRR211421703,2042266523,BEARING SET,0,PORS
IRR211421704,2042266533,COUPLING,0,AMPE
IRR211421704,2042266533,COUPLING,0,BALT
IRR211421705,2042266543,PUMP OIL,0,AMPE
IRR211421705,2042266543,PUMP OIL,0,BALT
SMR7956040,2042266553,HALF RING,0,AMPE
SMR7956040,2042266553,HALF RING,0,ARPE
SMR7956040,2042266553,HALF RING,0,PFTE
SMR7956040,2042266553,HALF RING,0,PORS
RGO34543,2042266563,CLUTCH,0,AMPE
RGO34543,2042266563,CLUTCH,0,BALT
RGO34543,2042266563,CLUTCH,0,PORS
GFW19063,2042266603,SCREW,0,AMPE
GFW19063,2042266603,SCREW,0,ARPE
GFW19063,2042266603,SCREW,0,BALT
GFW19063,2042266603,SCREW,0,PFTE
GFW19063,2042266603,SCREW,16,PORS
GFW25088,2042266613,SCREW,0,AMND
GFW25088,2042266613,SCREW,0,AMPE
GFW25088,2042266613,SCREW,5,AMPE
GFW25088,2042266613,SCREW,5,ARPE
GFW25088,2042266613,SCREW,5,BALT
GFW25088,2042266613,SCREW,7,PORS
SMO37865,2042266623,BEARING JOURNAL NO.1,0,AMPE
SMO37865,2042266623,BEARING JOURNAL NO.1,0,ARPE
SMO37865,2042266623,BEARING JOURNAL NO.1,0,BALT
SMO37865,2042266623,BEARING JOURNAL NO.1,1,PORS
SMQ54539,2042266633,PIN,0,AMPE
SMQ54539,2042266633,PIN,2,AMPE
SMQ54539,2042266633,PIN,2,ARPE
SMQ54539,2042266633,PIN,2,BALT
SMQ54539,2042266633,PIN,8,PORS
SMS23169,2042266643,SEAL AIR,0,AMPE
SMS23169,2042266643,SEAL AIR,0,ARPE
SMS23169,2042266643,SEAL AIR,0,BALT
SMS23169,2042266643,SEAL AIR,1,PORS
FPD03016,2042266653,PIN,0,AMPE
FPD03016,2042266653,PIN,10,AMPE
FPD03016,2042266653,PIN,10,ARPE
FPD03016,2042266653,PIN,10,BALT
FPD03016,2042266653,PIN,10,PFTE
FPD03016,2042266653,PIN,68,PORS
IRR211449006,2042266663,COUPLING FOR H.P PUMP,0,PFTE
IRR211449006,2042266663,COUPLING FOR H.P PUMP,0,PORS
IRR211455608,2042266683,JOURNAL BEARING THRUST,0,PFTE
IRR211455608,2042266683,JOURNAL BEARING THRUST,0,PORS
KFZ316230324,2042266703,GASKET SQUARE ASBESTOS,2,AMPE
KFZ316230324,2042266703,GASKET SQUARE ASBESTOS,2,ARPE
KFZ316230324,2042266703,GASKET SQUARE ASBESTOS,2,BALT
KFZ316230324,2042266703,GASKET SQUARE ASBESTOS,0,PORS
KFZ316230324,2042266703,GASKET SQUARE ASBESTOS,2,PORS
KFZ326880144,2042266713,GASKET,0,AMPE
KFZ326880144,2042266713,GASKET,0,ARPE
KFZ326880144,2042266713,GASKET,0,BALT
KFZ326880144,2042266713,GASKET,0,PFTE
KFZ326880144,2042266713,GASKET,2,PORS
KFZ326880144,2042266713,GASKET,0,PORS
SMR77830,2042266723,RING SEAL,0,AMPE
SMR77830,2042266723,RING SEAL,0,ARPE
SMR77830,2042266723,RING SEAL,0,BALT
SMR77830,2042266723,RING SEAL,6,PORS
SMZ23597,2042266733,RING SEAL GASKET,0,BALT
SMZ23597,2042266733,RING SEAL GASKET,14,PORS
SMZ23598,2042266743,RING SEAL GASKET,0,AMPE
SMZ23598,2042266743,RING SEAL GASKET,0,ARPE
SMZ23598,2042266743,RING SEAL GASKET,12,PORS
SMZ23599,2042266753,RING SEAL,3,AMPE
SMZ23599,2042266753,RING SEAL,3,ARPE
SMZ23599,2042266753,RING SEAL,23,PORS
KKB00062,2042266773,RING SEEGER,0,PFTE
KKB00062,2042266773,RING SEEGER,1,PORS
RCQ34882,2042266783,JOINT,0,PFTE
RCQ34882,2042266783,JOINT,1,PORS
RCQ34883,2042266793,JOINT,0,PFTE
RCQ34883,2042266793,JOINT,1,PORS
SMR77527,2042266803,SPRING RING,0,AMPE
SMR77527,2042266803,SPRING RING,0,PFTE
SMR77527,2042266803,SPRING RING,114,PORS
SMR77528,2042266813,SPRING RING,0,AMPE
SMR77528,2042266813,SPRING RING,0,PFTE
SMR77528,2042266813,SPRING RING,96,PORS
SMO1435257,2042266823,ROTOR H PRESS.,0,AMED
SMO1435257,2042266823,ROTOR H PRESS.,0,AMND
SMO1435257,2042266823,ROTOR H PRESS.,0,AMPE
SMO1435257,2042266823,ROTOR H PRESS.,0,BALT
SMO1435257,2042266823,ROTOR H PRESS.,0,PORS
RPR47587,2042266833,PIN,0,AMPE
RPR47587,2042266833,PIN,0,ARPE
RPR47587,2042266833,PIN,0,BALT
RPR47587,2042266833,PIN,0,PFTE
RPR47587,2042266833,PIN,10,PORS
IRR211436508,2042266843,OIL SEAL,0,BALT
IRR211455609,2042266843,OIL SEAL,0,BALT
IRR211436508,2042266843,OIL SEAL,0,PFTE
IRR211455609,2042266843,OIL SEAL,0,PFTE
IRR211436508,2042266843,OIL SEAL,1,PORS
IRR211455609,2042266843,OIL SEAL,1,PORS
SMR77340,2042266853,HEADER,0,ARPE
SMR77340,2042266853,HEADER,0,PORS
RPR47588,2042266863,PIN,0,AMPE
RPR47588,2042266863,PIN,0,ARPE
RPR47588,2042266863,PIN,0,BALT
RPR47588,2042266863,PIN,0,PFTE
RPR47588,2042266863,PIN,3,PORS
KFZ197400604,2042266903,GASKET,0,AMPE
KFZ197400604,2042266903,GASKET,0,BALT
KFZ197400604,2042266903,GASKET,1,PORS
KFZ251970604,2042266913,GASKET,0,AMPE
KFZ251970604,2042266913,GASKET,0,ARPE
KFZ251970604,2042266913,GASKET,2,ARPE
KFZ251970604,2042266913,GASKET,2,BALT
KFZ251970604,2042266913,GASKET,1,PORS
KFZ312980604,2042266923,GASKET,1,PORS
KFZ312990604,2042266933,GASKET,1,PORS
KFZ313000604,2042266943,GASKET,0,PORS
RVO410866000,2042266953,"VALVE 1/2"" A182-F316 6000 PSI NPT",0,BALT
RVO410866000,2042266953,"VALVE 1/2"" A182-F316 6000 PSI NPT",1,PORS
IGS001422301,2042266963,SWITCH VIBRATION 39FC-1/2,0,BALT
IGS001422301,2042266963,SWITCH VIBRATION 39FC-1/2,0,PFTE
IGS001422301,2042266963,SWITCH VIBRATION 39FC-1/2,0,PORS
RTO846132635,2042267003,TRANSMITTER PRESSURE ASSY.SOM5081476,1,PORS
RTO846162635,2042267013,TRANSMITTER PRESSURE MOD.2BCL406-8/N,1,PORS
IQQ060030041,2042267023,AUTOMATIC BREAKER 2A,0,ARPE
IQQ060030041,2042267023,AUTOMATIC BREAKER 2A,1,ARPE
IQQ060030049,2042267033,CIRCUIT BREAKER 10A-DC,0,ARPE
IQQ060030049,2042267033,CIRCUIT BREAKER 10A-DC,1,ARPE
IQQ060070009,2042267043,FUSE 25A 10.3X38,0,ARPE
IQQ060070009,2042267043,FUSE 25A 10.3X38,0,ARPE
IQQ060070023,2042267053,FUSE 2A T 5X20,0,ARPE
IQQ060070023,2042267053,FUSE 2A T 5X20,116,ARPE
IQQ060090042,2042267063,BARRIER FOR 4-20MA IN ISOLATOR,0,ARPE
IQQ060090042,2042267063,BARRIER FOR 4-20MA IN ISOLATOR,1,ARPE
RJO05909,2042267073,CABLE,7,PFTE
RJO05909,2042267073,CABLE,7,PORS
IRV1437101,2042267103,GASKET SET,4,PORS
IRV1437108,2042267113,O-RING,4,PORS
IRV1437109,2042267123,O-RING,0,AMPE
IRV1437109,2042267123,O-RING,2,PORS
IRV1437110,2042267133,O-RING,4,PORS
IRV1437111,2042267143,O-RING,4,PORS
IRV1437112,2042267153,O-RING,4,PORS
IRV1437113,2042267163,O-RING,4,PORS
IRV1437117,2042267173,KIT REPAIR,0,PORS
IRA2607301,2042267183,NOZZLE FAST DISCHARGE,0,PORS
IRA2607302,2042267193,NOZZLE FAST DISCHARGE,0,PORS
IRM4105101,2042267203,FAN,1,PORS
IRM4105102,2042267213,COVER FAN,1,PORS
IRM4105103,2042267223,SET OF BEARING SKF 6313 2Z-C3,0,PORS
IRM4105103,2042267223,SET OF BEARING SKF 6313 2Z-C3,0,PTSH
IRM4105104,2042267233,SET OF SEALS,2,PORS
IRP5093601,2042267243,COUPLING FLEXIBLE,0,PFTE
IRP5093601,2042267243,COUPLING FLEXIBLE,1,PORS
IRP5093602,2042267253,RING,0,AMPE
IRP5093602,2042267253,RING,2,PORS
IRP5093603,2042267263,SHAFT,0,AMPE
IRP5093603,2042267263,SHAFT,1,PORS
IRP5093604,2042267273,SHAFT SLEEVE MECHANICAL SEAL,0,AMPE
IRP5093604,2042267273,SHAFT SLEEVE MECHANICAL SEAL,1,PORS
IRP5093605,2042267283,RING,1,PORS
IRP5093606,2042267293,SHAFT RING,1,PORS
IRP5093607,2042267303,IMPELLER,0,AMPE
IRP5093607,2042267303,IMPELLER,1,PORS
IRP5093608,2042267313,BEARING BRASS,1,PORS
IRP5093701,2042267323,COUPLING FLEXIBLE,0,AMPE
IRP5093701,2042267323,COUPLING FLEXIBLE,1,PORS
IRP5093702,2042267333,RING,0,AMPE
IRP5093702,2042267333,RING,1,PORS
IRP5093703,2042267343,SHAFT,0,AMPE
IRP5093703,2042267343,SHAFT,1,PORS
IRP5093704,2042267353,SHAFT SLEEVE MECHANICAL SEAL,0,AMPE
IRP5093704,2042267353,SHAFT SLEEVE MECHANICAL SEAL,1,PORS
IRP5093705,2042267363,RING,0,AMPE
IRP5093705,2042267363,RING,1,PORS
IRP5093706,2042267373,SHAFT RING,1,PORS
IRP5093707,2042267383,BEARING BRASS,0,AMPE
IRP5093707,2042267383,BEARING BRASS,1,PORS
IRP5093708,2042267393,IMPELLER,0,AMPE
IRP5093708,2042267393,IMPELLER,1,PORS
RMO38942,2042267403,ELECTRIC MOTOR,0,PORS
RMO41051,2042267413,ELECTRIC MOTOR,0,PFTE
RMO41051,2042267413,ELECTRIC MOTOR,0,PORS
RPO50936,2042267423,AUXILIARY LUBE PUMP OIL,0,AMPE
RPO50936,2042267423,AUXILIARY LUBE PUMP OIL,0,PFTE
RPO50936,2042267423,AUXILIARY LUBE PUMP OIL,0,PORS
RPO50937,2042267433,EMERGENCY LUBE OIL PUMP,0,AMPE
RPO50937,2042267433,EMERGENCY LUBE OIL PUMP,0,PORS
RCO369524500,2042267463,FILTER CARTRIDGE,0,AMED
RCO369524500,2042267463,FILTER CARTRIDGE,0,AMND
RCO369524500,2042267463,FILTER CARTRIDGE,12,AMPE
RCO369524500,2042267463,FILTER CARTRIDGE,9,AMPE
RCO369524500,2042267463,FILTER CARTRIDGE,9,ARPE
RCO369524500,2042267463,FILTER CARTRIDGE,9,BALT
RCO369524500,2042267463,FILTER CARTRIDGE,54,PFTE
RCO369524500,2042267463,FILTER CARTRIDGE,102,PORS
IQQ060110030,2042267483,TERMINAL WS16,0,ARPE
IQQ060110030,2042267483,TERMINAL WS16,4,ARPE
PRO15309,2042267503,VALVE CONTROL,0,PORS
REO04542,2042267513,VLV SOLENOID 20HD,2,PORS
RVO44755,2042267523,VALVE ANTI SURGE,0,AMPE
RVO44755,2042267523,VALVE ANTI SURGE,0,PFTE
RVO44755,2042267523,VALVE ANTI SURGE,0,PORS
IRA2409601,2042267533,VALVE,0,AMPE
IRA2409601,2042267533,VALVE,0,PORS
IRV3633047,2042267543,PACKING RING,0,AMPE
IRV3633006,2042267553,PLUG,1,PORS
IRV3633046,2042267563,PACKING RING,0,AMPE
IRV3633046,2042267563,PACKING RING,10,PORS
IRV38320147,2042267573,STEM PLUG,1,PORS
IRV383280329,2042267583,GASKET BODY,0,AMPE
IRV383280329,2042267583,GASKET BODY,1,PORS
IRV383281122,2042267593,PIN,0,AMPE
IRV383281122,2042267593,PIN,1,PORS
IRV383281213,2042267603,DIAPHRAGM,0,ARPE
IRV383281213,2042267603,DIAPHRAGM,1,ARPE
IRV383281213,2042267603,DIAPHRAGM,1,PFTE
IRV383281213,2042267603,DIAPHRAGM,1,PORS
IRV4577301,2042267613,LUBE SEAT RING,0,AMPE
IRV4577301,2042267613,LUBE SEAT RING,1,PORS
IRV4577302,2042267623,SEAL SEAT RING,0,AMPE
IRV4577302,2042267623,SEAL SEAT RING,1,PORS
RVO01103,2042267633,REGULATOR PRESSURE VALVE,0,AMPE
RVO01103,2042267633,REGULATOR PRESSURE VALVE,0,BALT
